alpha,beta,alpha_c_grados,beta_c_grados,sin_beta,cos_alpha_c_sin_alpha_c,sin_beta_c,cos_alpha_cos_beta,tan_alpha_c,sin_alpha_c,cos_beta_c
249.77664277608866,58.95089849300267,-29.462709287679523,-10.270325258430084,0.8567256071394197,0.8567256071394197,-0.1782926155053227,-0.1782926155053227,-0.5649139136617842,-0.491856988576889,0.9839775115602344
252.2596395140246,57.07138783734449,-31.667968653193263,-9.53413645627503,0.8393485113292827,0.8393485113292827,-0.16563519913916316,-0.16563519913916316,-0.6168405539408164,-0.5249959209331757,0.9861870921920088
254.55919360543567,55.16894758454753,-33.8500413213981,-8.746718384804623,0.820839780693992,0.820839780693992,-0.15206677754486111,-0.15206677754486111,-0.6707071873101615,-0.5570211732885989,0.9883702217120474
256.7036550196366,53.24816473330837,-36.00840364345685,-7.909754404601321,0.8012346470776296,0.8012346470776296,-0.13761317479091262,-0.13761317479091262,-0.726766645615059,-0.587903905501498,0.9904860494342995
258.7166133502232,51.312832932308126,-38.142738836163,-7.024970381300475,0.7805704276870882,0.7805704276870882,-0.12230189868532286,-0.12230189868532286,-0.7853054062751492,-0.6176227045458008,0.9924929448504735
260.6177933049712,49.36612833702931,-40.25293072487154,-6.094123614177519,0.7588864551576825,0.7588864551576825,-0.10616208921015843,-0.10616208921015843,-0.8466503021871588,-0.6461630187479401,0.9943488375889693
262.4237833087188,47.410744164011895,-42.339056152326116,-5.118992598634835,0.7362240026608939,0.7362240026608939,-0.08922446303515762,-0.08922446303515762,-0.911176814689414,-0.6735165328970284,0.9960115437062402
264.14862309678654,45.44899432665464,-44.40137631947334,-4.101367753986716,0.7126262053176151,0.7126262053176151,-0.07152125502959254,-0.07152125502959254,-0.9793194089554785,-0.6996805028786326,0.9974390758733046
265.80427587886055,43.48289383713117,-46.440327450570756,-3.04304317000204,0.6881379780693987,0.6881379780693987,-0.05308615688579691,-0.05308615688579691,-1.0515845348161326,-0.7246570685230589,0.9985899358330709
267.4010075881125,41.51422169614588,-48.45651114476185,-1.9458093983644935,0.662805930162538,0.662805930162538,-0.03395425297014748,-0.03395425297014748,-1.128567141724469,-0.7484525607657163,0.999423388111985
268.94769189913177,39.54457065884525,-50.45068460659,-0.8114473695239033,0.636678278186421,0.636678278186421,-0.014161954872885034,-0.014161954872885034,-1.2109718731154369,-0.7710768149401156,0.9998997144884972
270.452056858821,37.57538625654776,-52.42375184097437,0.35827704199597,0.6098047472182979,0.6098047472182979,0.006253073266260222,0.006253073266260222,-1.2996406120389108,-0.7925425096232103,0.9999804493462494
271.92088373052064,35.607999429274464,-54.37675405688395,1.5616166866616719,0.5822364866674536,0.5822364866674536,0.027251978502512788,0.027251978502512788,-1.3955886200630438,-0.8128645162224614,0.999628595863333
273.36016972755255,33.643651912441065,-56.31086216155795,2.7968466058701877,0.5540259659451051,0.5540259659451051,0.04879479831822839,0.04879479831822839,-1.5000527361363398,-0.8320592948539051,0.9988088243788615
274.7752606354968,31.68351770955627,-58.227369508578676,4.062266207262457,0.5252268763000838,0.5252268763000839,0.0708405353988991,0.0708405353988991,-1.6145564850410794,-0.8501443164913192,0.9974876533293018
276.17095989329766,29.728720889391848,-60.12768584353817,5.356200650541556,0.49589402863253385,0.4958940286325338,0.09334723566164783,0.09334723566164783,-1.7409995173930188,-0.8671375215449257,0.9956336141344008
277.5516187050375,27.780350623043244,-62.01333243188666,6.677001423997376,0.46608324912585575,0.46608324912585586,0.11627206814362061,0.11627206814362061,-1.8817826947937422,-0.8830568125607487,0.9932174012619821
278.92121085634176,25.83947407712641,-63.88593845350031,8.023046156605025,0.4358512730027286,0.4358512730027286,0.13957140651611782,0.13957140651611782,-2.0399865846693177,-0.8979195787209389,0.9902120088562412
280.28339514126105,23.907147630960395,-65.74723874379671,9.392737714735716,0.40525563652819374,0.40525563652819374,0.16320091213001017,0.16320091213001017,-2.219632023523489,-0.9117422487395916,0.9865928553764884
281.6415676002855,21.984426918479187,-67.59907281764525,10.784502527946962,0.37435456957555313,0.37435456957555313,0.1871156167997594,0.1871156167997594,-2.426070424384481,-0.9245398668637705,0.9823378980522158
282.99890593031336,20.07237521373938,-69.44338597403961,12.196788739255963,0.34320687649275217,0.34320687649275206,0.21127001482340363,0.21127001482340363,-2.666586145385217,-0.9363256917294589,0.9774277368872436
284.358406138893,18.17207232192117,-71.28223067122772,13.628062800602262,0.3118718366118203,0.31187183661182033,0.23561813997401815,0.23561813997401815,-2.9513584209945485,-0.9471107994324899,0.9718457141517803
285.7229144002044,16.284621579193217,-73.11777070447229,15.076806394937647,0.2804090831608266,0.28040908316082663,0.2601136593793885,0.2601136593793885,-3.295061475297279,-0.9569037014430701,0.965578005240521
287.0951536439778,14.411157040812212,-74.95228637472574,16.541512292823356,0.24887849183579502,0.24887849183579505,0.2847099601071236,0.2847099601071236,-3.719657712810694,-0.9657099572730083,0.958613706670106
288.47774612672384,12.55285019537292,-76.78818145039787,18.020679693706892,0.2173400668540726,0.2173400668540725,0.30936023787315486,0.30936023787315486,-4.259569415355942,-0.9735317796329295,0.9509449212352233
289.8732324384343,10.710916421093497,-78.62799185992681,19.512808940574118,0.1858538267649005,0.18585382676490061,0.3340175861129389,0.3340175861129389,-4.9719827184124865,-0.9803676231489815,0.9425668422808461
291.2840873573399,8.88662124894268,-80.47439618302121,21.016395576077105,0.15447969023865535,0.1544796902386553,0.35863508524271986,0.35863508524271986,-5.959403529595986,-0.9862117480888345,0.9334778388547567
292.71273285543964,7.081286476637051,-82.33022801461902,22.529923695173576,0.12327736204196404,0.12327736204196396,0.3831658919488054,0.3831658919488054,-7.4256624275645615,-0.9910537500117881,0.9236795435902413
294.16154836299785,5.29629628074024,-84.19849014992054,24.05185842997696,0.09230622152243306,0.09230622152243312,0.40756332667387657,0.40756332667387657,-9.84223685292304,-0.9948780454624557,0.91317694602444
295.6328790077518,3.53310261404229,-86.08237142446045,25.580638108871153,0.06162520130051674,0.06162520130051679,0.43178096899857865,0.43178096899857865,-14.602318879200425,-0.9976633048938711,0.9019784891063913
297.1290404166425,1.7932316766303016,-87.9852643880502,27.114664459336204,0.03129268762139084,0.03129268762139078,0.45577273613385216,0.45577273613385216,-28.42663920430999,-0.9993818183421247,0.890096181879836
298.6523220158623,0.0782890312392721,-89.91078637041363,28.652292790351616,0.0013664009381314784,0.0013664009381314235,0.47949297715920375,0.47949297715920375,-642.2307160320162,-0.9999987877643017,0.8775457166752073
